species,latitude,longitude,year,country,basis
Pseudotsuga menziesii,48.0598,3.39896,2021,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,47.495462,4.33906,2021,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,48.703889,2.199444,2021,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,48.118111,-1.609928,2020,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,48.933028,2.475714,2020,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,48.748949,6.215651,2020,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,47.063001,2.3623,2020,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,47.50818,2.21505,2020,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,47.23367,5.9395,2020,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,49.22547,4.92952,2020,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.793636,1.394438,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.886837,2.585707,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,42.521426,2.385475,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.401654,2.312361,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.379367,1.838593,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.21541,6.337971,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.581649,2.995088,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.759328,3.021939,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.7805,3.000728,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.330331,4.537202,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.287188,1.842438,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.659809,4.44288,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.903746,1.297724,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.899106,1.308788,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.568639,2.098685,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.030697,1.473115,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.059364,3.812936,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.703892,4.595635,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.181725,2.082521,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.549581,2.110188,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.588212,1.07397,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.877111,3.081467,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.868249,3.075944,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.789868,3.071181,2026,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.916987,4.38227,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.854114,2.02461,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.655299,2.988688,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.980903,3.082936,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.040917,4.539599,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.693763,5.363172,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.838776,3.381395,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.791625,3.255814,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.257786,3.823025,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.776458,4.789813,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.669953,4.295111,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.263916,3.94724,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.992478,3.062325,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.729682,2.19831,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.670169,4.608482,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.70272,4.599009,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.009017,1.469217,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.409707,5.39308,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.41352,5.388603,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.412939,5.387827,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.416971,4.427478,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.519424,2.125315,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.099949,0.356521,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.378571,2.276106,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.229238,0.740005,2025,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.735657,3.055899,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.853784,3.326572,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.229944,4.062826,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.126993,1.031878,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.255875,4.647041,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.800182,1.886702,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.592937,0.677147,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.662103,2.966206,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.217201,6.36175,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.309461,3.846817,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.910161,4.832489,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.232327,4.13958,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.991983,5.925986,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.087852,4.723027,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.594158,4.015904,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.998627,1.420418,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.692531,2.611784,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.032692,3.382193,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.855273,2.024294,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.783613,3.026798,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.523118,2.526148,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.187428,4.187042,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.234913,3.992603,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.511694,3.705239,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.016954,3.587195,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.22767,1.060503,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.563658,5.902214,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.906203,4.038093,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.563532,5.902238,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.736406,1.927544,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.749767,2.578953,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.546574,2.281887,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.106866,4.280629,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.567859,4.116127,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.298998,4.442452,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.300227,2.259378,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.163963,1.492126,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.343538,0.111792,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.847597,4.391237,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.982472,-1.088275,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.526892,5.388584,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,42.309578,9.150903,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.946863,4.765241,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.960532,4.487656,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.003165,3.928323,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.782176,4.755133,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.689464,1.988099,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.739453,3.287147,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.537113,5.827097,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.307481,3.977381,2024,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.51216,5.0216,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.38701,3.99265,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.969603,4.76686,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.84747,4.861704,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.745006,3.04836,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.60587,5.038103,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.44124,-0.3178,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.59387,2.74419,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.12244,3.46629,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.166776,1.825569,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.5706,3.92325,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.002829,4.364878,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.505637,5.212978,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.60947,3.055094,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.78319,3.2516,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.39579,2.34802,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.41894,2.35644,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.39621,2.11612,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.6787,3.00992,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.1175,4.527778,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.952909,4.362518,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,42.88448,1.98961,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,42.80085,1.93709,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.139025,4.39355,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.795276,2.011953,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.285412,3.602892,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.229688,3.860169,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.628444,4.259272,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.05571,3.579893,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.054283,3.933025,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.055042,3.922828,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.723894,3.887181,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.441207,-0.317509,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.53592,4.82641,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.32538,3.81824,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.6191,3.86559,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.006757,4.232877,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.394489,3.11557,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.815769,2.946899,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.720833,3.297222,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.76,3.287222,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.529226,0.786023,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.813923,0.773862,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.324577,4.59152,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.102987,3.660361,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.24666,3.638748,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.463523,3.387051,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.214197,4.481708,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.978076,2.531827,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.857989,2.948491,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.857114,2.94524,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.856892,2.942688,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.830089,2.950659,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.924658,2.455463,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.856643,2.942764,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.855433,2.941348,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.47145,1.777953,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.682416,4.339405,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.879978,4.379141,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.858168,2.954796,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.97759,2.531694,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.977386,2.574526,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.471139,1.778205,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.856935,2.943359,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.70337,2.726317,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.916089,3.629853,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.909539,3.621455,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.096882,1.656789,2023,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.452146,5.599163,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.959788,5.869879,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.950331,1.136248,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.734073,1.743257,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.42319,2.05547,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.67935,0.81171,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.51339,2.42549,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.55825,1.22492,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.97449,4.52011,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.94047,4.41555,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.87794,0.85772,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.95129,1.92107,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.95169,2.04774,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.52249,3.42697,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.7362,2.32646,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.91673,1.08873,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.66425,2.37689,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.37881,3.39861,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.99395,4.44341,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.75416,2.25072,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.64372,0.83835,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.51291,2.67246,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.60052,5.14644,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.97001,2.22504,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.17377,2.97371,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.91578,2.07325,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.56729,2.4503,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.40538,2.12951,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.71777,2.02372,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.04767,2.99809,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.96637,6.17244,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.63781,2.89596,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.80664,0.91111,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.62503,0.78756,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.00982,2.03301,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.54922,2.5244,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.62992,3.48039,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.82615,2.32644,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.88698,4.38775,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.93356,1.99718,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.95242,1.06212,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.26285,3.63088,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.494309,2.676306,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,42.368419,2.53569,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.179756,4.635455,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.98512,3.925423,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.841857,1.641048,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.52789,3.035719,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.775481,1.314679,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.88353,1.37292,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.02869,1.52537,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.80097,2.47558,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.72898,2.52499,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.87276,2.55032,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.82489,4.39939,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.04346,3.51487,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.95381,1.19109,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.91725,3.53795,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.06227,1.24052,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.02379,1.00879,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.15223,1.23871,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.72091,1.2987,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.61935,5.76327,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.89285,4.60444,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.0609,3.56695,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.743958,2.080687,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.958187,4.768498,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.329136,3.593822,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.975178,2.217979,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.274628,4.704655,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.120104,0.453372,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.741788,4.717218,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.32069,4.612553,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.450306,3.172351,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.730833,5.00573,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.68912,1.96684,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.41236,3.62919,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.74272,1.86368,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.09411,3.80051,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.98836,3.61696,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.12469,2.37651,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.02769,1.39622,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.44864,3.60447,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.84876,1.52803,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.02654,1.26707,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.2099,2.94822,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.13042,3.77559,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.55607,2.57806,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.99192,1.42265,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.68798,1.71011,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.32382,3.49959,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.42632,-0.2293,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.70756,2.14649,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.5923,2.30132,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.0461,1.44759,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.63453,1.81332,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.65322,1.99274,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.12338,2.87579,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.77859,1.83766,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.70625,1.76127,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.95209,3.64191,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.305,3.57569,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.35056,3.65501,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.79621,1.76033,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.23933,3.70066,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.6176,2.1468,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.81446,1.8116,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.26874,3.60036,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.00925,1.34488,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.74134,1.60671,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.2443,4.53091,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.23387,3.4977,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.83206,1.73421,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.27011,3.47298,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.23247,3.625,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.41891,2.52611,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.74722,1.5612,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.73865,3.41031,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.521271,1.104634,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.16513,4.48833,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.10651,4.71481,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.1261,4.63937,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.89841,3.61486,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.646,2.57844,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.23556,4.56748,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.56326,1.9933,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.96784,3.82294,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.25908,3.77801,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.55062,3.45845,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.58098,1.91632,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.07,4.73865,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.58043,1.78821,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.61628,1.76221,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.78076,3.04625,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.3945,2.26511,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.74903,1.56693,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.19714,1.47622,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.22466,1.45556,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.788,1.3763,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.76177,1.54846,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,46.0004,3.51591,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.322496,0.350816,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,43.1324,1.376915,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.758718,-0.571931,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.29368,3.87907,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.3464,1.76501,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,45.32927,1.96925,2022,FR,HUMAN_OBSERVATION
Pseudotsuga menziesii,44.93183,4.45401,2022,FR,HUMAN_OBSERVATION
